fecha,entidad,delito_semaforo,incidentes
2015-12-01,Chiapas,Robo a vehículo,175
2015-01-01,Chiapas,Secuestros,0
2015-02-01,Chiapas,Secuestros,0
2015-03-01,Chiapas,Secuestros,2
2015-04-01,Chiapas,Secuestros,0
2015-05-01,Chiapas,Secuestros,0
2015-06-01,Chiapas,Secuestros,1
2015-07-01,Chiapas,Secuestros,0
2015-08-01,Chiapas,Secuestros,0
2015-09-01,Chiapas,Secuestros,1
2015-10-01,Chiapas,Secuestros,1
2015-11-01,Chiapas,Secuestros,2
2015-12-01,Chiapas,Secuestros,3
2015-01-01,Chiapas,Violación,63
2015-02-01,Chiapas,Violación,77
2015-03-01,Chiapas,Violación,75
2015-04-01,Chiapas,Violación,74
2015-05-01,Chiapas,Violación,62
2015-06-01,Chiapas,Violación,63
2015-07-01,Chiapas,Violación,59
2015-08-01,Chiapas,Violación,50
2015-09-01,Chiapas,Violación,38
2015-10-01,Chiapas,Violación,50
2015-11-01,Chiapas,Violación,56
2015-12-01,Chiapas,Violación,50
2015-01-01,Chiapas,Violencia familiar,60
2015-02-01,Chiapas,Violencia familiar,76
2015-03-01,Chiapas,Violencia familiar,81
2015-04-01,Chiapas,Violencia familiar,86
2015-05-01,Chiapas,Violencia familiar,87
2015-06-01,Chiapas,Violencia familiar,90
2015-07-01,Chiapas,Violencia familiar,84
2015-08-01,Chiapas,Violencia familiar,102
2015-09-01,Chiapas,Violencia familiar,181
2015-10-01,Chiapas,Violencia familiar,157
2015-11-01,Chiapas,Violencia familiar,130
2015-12-01,Chiapas,Violencia familiar,117
2015-01-01,Chihuahua,Extorsión,0
2015-02-01,Chihuahua,Extorsión,0
2015-03-01,Chihuahua,Extorsión,1
2015-04-01,Chihuahua,Extorsión,1
2015-05-01,Chihuahua,Extorsión,2
2015-06-01,Chihuahua,Extorsión,1
2015-07-01,Chihuahua,Extorsión,0
2015-08-01,Chihuahua,Extorsión,3
2015-09-01,Chihuahua,Extorsión,3
2015-10-01,Chihuahua,Extorsión,0
2015-11-01,Chihuahua,Extorsión,0
2015-12-01,Chihuahua,Extorsión,0
2015-01-01,Chihuahua,Feminicidio,0
2015-02-01,Chihuahua,Feminicidio,0
2015-03-01,Chihuahua,Feminicidio,0
2015-04-01,Chihuahua,Feminicidio,0
2015-05-01,Chihuahua,Feminicidio,0
2015-06-01,Chihuahua,Feminicidio,0
2015-07-01,Chihuahua,Feminicidio,0
2015-08-01,Chihuahua,Feminicidio,0
2015-09-01,Chihuahua,Feminicidio,0
2015-10-01,Chihuahua,Feminicidio,0
2015-11-01,Chihuahua,Feminicidio,0
2015-12-01,Chihuahua,Feminicidio,0
2015-01-01,Chihuahua,Homicidios,94
2015-02-01,Chihuahua,Homicidios,87
2015-03-01,Chihuahua,Homicidios,83
2015-04-01,Chihuahua,Homicidios,63
2015-05-01,Chihuahua,Homicidios,87
2015-06-01,Chihuahua,Homicidios,99
2015-07-01,Chihuahua,Homicidios,84
2015-08-01,Chihuahua,Homicidios,97
2015-09-01,Chihuahua,Homicidios,59
2015-10-01,Chihuahua,Homicidios,70
2015-11-01,Chihuahua,Homicidios,60
2015-12-01,Chihuahua,Homicidios,62
2015-01-01,Chihuahua,Lesiones,234
2015-02-01,Chihuahua,Lesiones,240
2015-03-01,Chihuahua,Lesiones,288
2015-04-01,Chihuahua,Lesiones,315
2015-05-01,Chihuahua,Lesiones,399
2015-06-01,Chihuahua,Lesiones,431
2015-07-01,Chihuahua,Lesiones,344
2015-08-01,Chihuahua,Lesiones,377
2015-09-01,Chihuahua,Lesiones,323
2015-10-01,Chihuahua,Lesiones,304
2015-11-01,Chihuahua,Lesiones,249
2015-12-01,Chihuahua,Lesiones,230
2015-01-01,Chihuahua,Narcomenudeo,150
2015-02-01,Chihuahua,Narcomenudeo,219
2015-03-01,Chihuahua,Narcomenudeo,256
2015-04-01,Chihuahua,Narcomenudeo,247
2015-05-01,Chihuahua,Narcomenudeo,266
2015-06-01,Chihuahua,Narcomenudeo,200
2015-07-01,Chihuahua,Narcomenudeo,262
2015-08-01,Chihuahua,Narcomenudeo,257
2015-09-01,Chihuahua,Narcomenudeo,258
2015-10-01,Chihuahua,Narcomenudeo,367
2015-11-01,Chihuahua,Narcomenudeo,246
2015-12-01,Chihuahua,Narcomenudeo,336
2015-01-01,Chihuahua,Robo a casa,232
2015-02-01,Chihuahua,Robo a casa,257
2015-03-01,Chihuahua,Robo a casa,279
2015-04-01,Chihuahua,Robo a casa,254
2015-05-01,Chihuahua,Robo a casa,218
2015-06-01,Chihuahua,Robo a casa,263
2015-07-01,Chihuahua,Robo a casa,265
2015-08-01,Chihuahua,Robo a casa,250
2015-09-01,Chihuahua,Robo a casa,299
2015-10-01,Chihuahua,Robo a casa,291
2015-11-01,Chihuahua,Robo a casa,228
2015-12-01,Chihuahua,Robo a casa,239
2015-01-01,Chihuahua,Robo a negocio,183
2015-02-01,Chihuahua,Robo a negocio,218
2015-03-01,Chihuahua,Robo a negocio,174
2015-04-01,Chihuahua,Robo a negocio,146
2015-05-01,Chihuahua,Robo a negocio,163
2015-06-01,Chihuahua,Robo a negocio,166
2015-07-01,Chihuahua,Robo a negocio,167
2015-08-01,Chihuahua,Robo a negocio,179
2015-09-01,Chihuahua,Robo a negocio,151
2015-10-01,Chihuahua,Robo a negocio,202
2015-11-01,Chihuahua,Robo a negocio,146
2015-12-01,Chihuahua,Robo a negocio,140
2015-01-01,Chihuahua,Robo a vehículo,483
2015-02-01,Chihuahua,Robo a vehículo,382
2015-03-01,Chihuahua,Robo a vehículo,472
2015-04-01,Chihuahua,Robo a vehículo,400
2015-05-01,Chihuahua,Robo a vehículo,349
2015-06-01,Chihuahua,Robo a vehículo,351
2015-07-01,Chihuahua,Robo a vehículo,370
2015-08-01,Chihuahua,Robo a vehículo,358
2015-09-01,Chihuahua,Robo a vehículo,366
2015-10-01,Chihuahua,Robo a vehículo,372
2015-11-01,Chihuahua,Robo a vehículo,367
2015-12-01,Chihuahua,Robo a vehículo,337
2015-01-01,Chihuahua,Secuestros,2
2015-02-01,Chihuahua,Secuestros,1
2015-03-01,Chihuahua,Secuestros,0
2015-04-01,Chihuahua,Secuestros,0
2015-05-01,Chihuahua,Secuestros,0
2015-06-01,Chihuahua,Secuestros,1
2015-07-01,Chihuahua,Secuestros,0
2015-08-01,Chihuahua,Secuestros,0
2015-09-01,Chihuahua,Secuestros,1
2015-10-01,Chihuahua,Secuestros,1
2015-11-01,Chihuahua,Secuestros,0
2015-12-01,Chihuahua,Secuestros,0
2015-01-01,Chihuahua,Violación,40
2015-02-01,Chihuahua,Violación,43
2015-03-01,Chihuahua,Violación,60
2015-04-01,Chihuahua,Violación,49
2015-05-01,Chihuahua,Violación,71
2015-06-01,Chihuahua,Violación,77
2015-07-01,Chihuahua,Violación,52
2015-08-01,Chihuahua,Violación,83
2015-09-01,Chihuahua,Violación,59
2015-10-01,Chihuahua,Violación,52
2015-11-01,Chihuahua,Violación,67
2015-12-01,Chihuahua,Violación,41
2015-01-01,Chihuahua,Violencia familiar,723
2015-02-01,Chihuahua,Violencia familiar,820
2015-03-01,Chihuahua,Violencia familiar,921
2015-04-01,Chihuahua,Violencia familiar,929
2015-05-01,Chihuahua,Violencia familiar,1134
2015-06-01,Chihuahua,Violencia familiar,1217
2015-07-01,Chihuahua,Violencia familiar,1210
2015-08-01,Chihuahua,Violencia familiar,1308
2015-09-01,Chihuahua,Violencia familiar,1190
2015-10-01,Chihuahua,Violencia familiar,1077
2015-11-01,Chihuahua,Violencia familiar,915
2015-12-01,Chihuahua,Violencia familiar,829
2015-01-01,Ciudad de México,Extorsión,49
2015-02-01,Ciudad de México,Extorsión,52
2015-03-01,Ciudad de México,Extorsión,54
2015-04-01,Ciudad de México,Extorsión,59
2015-05-01,Ciudad de México,Extorsión,46
2015-06-01,Ciudad de México,Extorsión,53
2015-07-01,Ciudad de México,Extorsión,57
2015-08-01,Ciudad de México,Extorsión,48
2015-09-01,Ciudad de México,Extorsión,48
2015-10-01,Ciudad de México,Extorsión,68
2015-11-01,Ciudad de México,Extorsión,53
2015-12-01,Ciudad de México,Extorsión,52
2015-01-01,Ciudad de México,Feminicidio,4
2015-02-01,Ciudad de México,Feminicidio,2
2015-03-01,Ciudad de México,Feminicidio,4
2015-04-01,Ciudad de México,Feminicidio,10
2015-05-01,Ciudad de México,Feminicidio,6
2015-06-01,Ciudad de México,Feminicidio,5
2015-07-01,Ciudad de México,Feminicidio,2
2015-08-01,Ciudad de México,Feminicidio,8
2015-09-01,Ciudad de México,Feminicidio,8
2015-10-01,Ciudad de México,Feminicidio,1
2015-11-01,Ciudad de México,Feminicidio,2
2015-12-01,Ciudad de México,Feminicidio,4
2015-01-01,Ciudad de México,Homicidios,55
2015-02-01,Ciudad de México,Homicidios,60
2015-03-01,Ciudad de México,Homicidios,55
2015-04-01,Ciudad de México,Homicidios,71
2015-05-01,Ciudad de México,Homicidios,78
2015-06-01,Ciudad de México,Homicidios,68
2015-07-01,Ciudad de México,Homicidios,71
2015-08-01,Ciudad de México,Homicidios,67
2015-09-01,Ciudad de México,Homicidios,68
2015-10-01,Ciudad de México,Homicidios,66
2015-11-01,Ciudad de México,Homicidios,71
2015-12-01,Ciudad de México,Homicidios,68
2015-01-01,Ciudad de México,Lesiones,497
2015-02-01,Ciudad de México,Lesiones,458
2015-03-01,Ciudad de México,Lesiones,542
2015-04-01,Ciudad de México,Lesiones,552
2015-05-01,Ciudad de México,Lesiones,564
2015-06-01,Ciudad de México,Lesiones,479
2015-07-01,Ciudad de México,Lesiones,497
2015-08-01,Ciudad de México,Lesiones,537
2015-09-01,Ciudad de México,Lesiones,549
2015-10-01,Ciudad de México,Lesiones,517
2015-11-01,Ciudad de México,Lesiones,525
2015-12-01,Ciudad de México,Lesiones,429
2015-01-01,Ciudad de México,Narcomenudeo,114
2015-02-01,Ciudad de México,Narcomenudeo,112
2015-03-01,Ciudad de México,Narcomenudeo,121
2015-04-01,Ciudad de México,Narcomenudeo,119
2015-05-01,Ciudad de México,Narcomenudeo,148
2015-06-01,Ciudad de México,Narcomenudeo,103
2015-07-01,Ciudad de México,Narcomenudeo,121
2015-08-01,Ciudad de México,Narcomenudeo,124
2015-09-01,Ciudad de México,Narcomenudeo,137
2015-10-01,Ciudad de México,Narcomenudeo,164
2015-11-01,Ciudad de México,Narcomenudeo,130
2015-12-01,Ciudad de México,Narcomenudeo,129
2015-01-01,Ciudad de México,Robo a casa,358
2015-02-01,Ciudad de México,Robo a casa,372
2015-03-01,Ciudad de México,Robo a casa,463
2015-04-01,Ciudad de México,Robo a casa,428
2015-05-01,Ciudad de México,Robo a casa,416
2015-06-01,Ciudad de México,Robo a casa,492
2015-07-01,Ciudad de México,Robo a casa,506
2015-08-01,Ciudad de México,Robo a casa,482
2015-09-01,Ciudad de México,Robo a casa,501
2015-10-01,Ciudad de México,Robo a casa,540
2015-11-01,Ciudad de México,Robo a casa,497
2015-12-01,Ciudad de México,Robo a casa,506
2015-01-01,Ciudad de México,Robo a negocio,1016
2015-02-01,Ciudad de México,Robo a negocio,997
2015-03-01,Ciudad de México,Robo a negocio,1193
2015-04-01,Ciudad de México,Robo a negocio,1182
2015-05-01,Ciudad de México,Robo a negocio,1207
2015-06-01,Ciudad de México,Robo a negocio,1243
2015-07-01,Ciudad de México,Robo a negocio,1237
2015-08-01,Ciudad de México,Robo a negocio,1284
2015-09-01,Ciudad de México,Robo a negocio,1269
2015-10-01,Ciudad de México,Robo a negocio,1293
2015-11-01,Ciudad de México,Robo a negocio,1276
2015-12-01,Ciudad de México,Robo a negocio,1224
2015-01-01,Ciudad de México,Robo a vehículo,1161
2015-02-01,Ciudad de México,Robo a vehículo,1087
2015-03-01,Ciudad de México,Robo a vehículo,1151
2015-04-01,Ciudad de México,Robo a vehículo,1013
2015-05-01,Ciudad de México,Robo a vehículo,992
2015-06-01,Ciudad de México,Robo a vehículo,1038
2015-07-01,Ciudad de México,Robo a vehículo,1082
2015-08-01,Ciudad de México,Robo a vehículo,1021
2015-09-01,Ciudad de México,Robo a vehículo,1000
2015-10-01,Ciudad de México,Robo a vehículo,1056
2015-11-01,Ciudad de México,Robo a vehículo,1013
2015-12-01,Ciudad de México,Robo a vehículo,995
2015-01-01,Ciudad de México,Secuestros,3
2015-02-01,Ciudad de México,Secuestros,4
2015-03-01,Ciudad de México,Secuestros,3
2015-04-01,Ciudad de México,Secuestros,5
2015-05-01,Ciudad de México,Secuestros,5
2015-06-01,Ciudad de México,Secuestros,2
2015-07-01,Ciudad de México,Secuestros,6
2015-08-01,Ciudad de México,Secuestros,3
2015-09-01,Ciudad de México,Secuestros,5
2015-10-01,Ciudad de México,Secuestros,9
2015-11-01,Ciudad de México,Secuestros,4
2015-12-01,Ciudad de México,Secuestros,6
2015-01-01,Ciudad de México,Violación,32
2015-02-01,Ciudad de México,Violación,35
2015-03-01,Ciudad de México,Violación,50
2015-04-01,Ciudad de México,Violación,46
2015-05-01,Ciudad de México,Violación,69
2015-06-01,Ciudad de México,Violación,43
2015-07-01,Ciudad de México,Violación,83
2015-08-01,Ciudad de México,Violación,70
2015-09-01,Ciudad de México,Violación,56
2015-10-01,Ciudad de México,Violación,66
2015-11-01,Ciudad de México,Violación,46
2015-12-01,Ciudad de México,Violación,48
2015-01-01,Ciudad de México,Violencia familiar,894
2015-02-01,Ciudad de México,Violencia familiar,1011
2015-03-01,Ciudad de México,Violencia familiar,1229
2015-04-01,Ciudad de México,Violencia familiar,1266
2015-05-01,Ciudad de México,Violencia familiar,1357
2015-06-01,Ciudad de México,Violencia familiar,1441
2015-07-01,Ciudad de México,Violencia familiar,1543
2015-08-01,Ciudad de México,Violencia familiar,1490
2015-09-01,Ciudad de México,Violencia familiar,1497
2015-10-01,Ciudad de México,Violencia familiar,1537
2015-11-01,Ciudad de México,Violencia familiar,1457
2015-12-01,Ciudad de México,Violencia familiar,1381
2015-01-01,Coahuila de Zaragoza,Extorsión,4
2015-02-01,Coahuila de Zaragoza,Extorsión,1
2015-03-01,Coahuila de Zaragoza,Extorsión,0
2015-04-01,Coahuila de Zaragoza,Extorsión,6
2015-05-01,Coahuila de Zaragoza,Extorsión,2
2015-06-01,Coahuila de Zaragoza,Extorsión,2
2015-07-01,Coahuila de Zaragoza,Extorsión,6
2015-08-01,Coahuila de Zaragoza,Extorsión,8
2015-09-01,Coahuila de Zaragoza,Extorsión,5
2015-10-01,Coahuila de Zaragoza,Extorsión,1
2015-11-01,Coahuila de Zaragoza,Extorsión,0
2015-12-01,Coahuila de Zaragoza,Extorsión,1
2015-01-01,Coahuila de Zaragoza,Feminicidio,1
2015-02-01,Coahuila de Zaragoza,Feminicidio,1
2015-03-01,Coahuila de Zaragoza,Feminicidio,1
2015-04-01,Coahuila de Zaragoza,Feminicidio,2
2015-05-01,Coahuila de Zaragoza,Feminicidio,0
2015-06-01,Coahuila de Zaragoza,Feminicidio,2
2015-07-01,Coahuila de Zaragoza,Feminicidio,0
2015-08-01,Coahuila de Zaragoza,Feminicidio,1
2015-09-01,Coahuila de Zaragoza,Feminicidio,1
2015-10-01,Coahuila de Zaragoza,Feminicidio,4
2015-11-01,Coahuila de Zaragoza,Feminicidio,0
2015-12-01,Coahuila de Zaragoza,Feminicidio,3
2015-01-01,Coahuila de Zaragoza,Homicidios,51
2015-02-01,Coahuila de Zaragoza,Homicidios,21
2015-03-01,Coahuila de Zaragoza,Homicidios,32
2015-04-01,Coahuila de Zaragoza,Homicidios,22
2015-05-01,Coahuila de Zaragoza,Homicidios,24
2015-06-01,Coahuila de Zaragoza,Homicidios,14
2015-07-01,Coahuila de Zaragoza,Homicidios,23
2015-08-01,Coahuila de Zaragoza,Homicidios,21
2015-09-01,Coahuila de Zaragoza,Homicidios,15
2015-10-01,Coahuila de Zaragoza,Homicidios,12
2015-11-01,Coahuila de Zaragoza,Homicidios,17
2015-12-01,Coahuila de Zaragoza,Homicidios,26
2015-01-01,Coahuila de Zaragoza,Lesiones,322
2015-02-01,Coahuila de Zaragoza,Lesiones,339
2015-03-01,Coahuila de Zaragoza,Lesiones,350
2015-04-01,Coahuila de Zaragoza,Lesiones,538
2015-05-01,Coahuila de Zaragoza,Lesiones,459
2015-06-01,Coahuila de Zaragoza,Lesiones,502
2015-07-01,Coahuila de Zaragoza,Lesiones,543
2015-08-01,Coahuila de Zaragoza,Lesiones,443
2015-09-01,Coahuila de Zaragoza,Lesiones,457
2015-10-01,Coahuila de Zaragoza,Lesiones,477
2015-11-01,Coahuila de Zaragoza,Lesiones,313
2015-12-01,Coahuila de Zaragoza,Lesiones,412
2015-01-01,Coahuila de Zaragoza,Narcomenudeo,191
2015-02-01,Coahuila de Zaragoza,Narcomenudeo,185
2015-03-01,Coahuila de Zaragoza,Narcomenudeo,170
2015-04-01,Coahuila de Zaragoza,Narcomenudeo,241
2015-05-01,Coahuila de Zaragoza,Narcomenudeo,155
2015-06-01,Coahuila de Zaragoza,Narcomenudeo,196
2015-07-01,Coahuila de Zaragoza,Narcomenudeo,208
2015-08-01,Coahuila de Zaragoza,Narcomenudeo,201
2015-09-01,Coahuila de Zaragoza,Narcomenudeo,183
2015-10-01,Coahuila de Zaragoza,Narcomenudeo,242
2015-11-01,Coahuila de Zaragoza,Narcomenudeo,205
2015-12-01,Coahuila de Zaragoza,Narcomenudeo,154
2015-01-01,Coahuila de Zaragoza,Robo a casa,474
2015-02-01,Coahuila de Zaragoza,Robo a casa,356
2015-03-01,Coahuila de Zaragoza,Robo a casa,301
2015-04-01,Coahuila de Zaragoza,Robo a casa,388
2015-05-01,Coahuila de Zaragoza,Robo a casa,379
2015-06-01,Coahuila de Zaragoza,Robo a casa,349
2015-07-01,Coahuila de Zaragoza,Robo a casa,348
2015-08-01,Coahuila de Zaragoza,Robo a casa,319
2015-09-01,Coahuila de Zaragoza,Robo a casa,286
2015-10-01,Coahuila de Zaragoza,Robo a casa,281
2015-11-01,Coahuila de Zaragoza,Robo a casa,159
2015-12-01,Coahuila de Zaragoza,Robo a casa,201
2015-01-01,Coahuila de Zaragoza,Robo a negocio,356
2015-02-01,Coahuila de Zaragoza,Robo a negocio,242
2015-03-01,Coahuila de Zaragoza,Robo a negocio,246
2015-04-01,Coahuila de Zaragoza,Robo a negocio,310
2015-05-01,Coahuila de Zaragoza,Robo a negocio,249
2015-06-01,Coahuila de Zaragoza,Robo a negocio,251
2015-07-01,Coahuila de Zaragoza,Robo a negocio,251
2015-08-01,Coahuila de Zaragoza,Robo a negocio,187
2015-09-01,Coahuila de Zaragoza,Robo a negocio,197
2015-10-01,Coahuila de Zaragoza,Robo a negocio,169
2015-11-01,Coahuila de Zaragoza,Robo a negocio,75
2015-12-01,Coahuila de Zaragoza,Robo a negocio,79
2015-01-01,Coahuila de Zaragoza,Robo a vehículo,191
2015-02-01,Coahuila de Zaragoza,Robo a vehículo,122
2015-03-01,Coahuila de Zaragoza,Robo a vehículo,103
2015-04-01,Coahuila de Zaragoza,Robo a vehículo,169
2015-05-01,Coahuila de Zaragoza,Robo a vehículo,103
2015-06-01,Coahuila de Zaragoza,Robo a vehículo,106
2015-07-01,Coahuila de Zaragoza,Robo a vehículo,166
2015-08-01,Coahuila de Zaragoza,Robo a vehículo,132
2015-09-01,Coahuila de Zaragoza,Robo a vehículo,129
2015-10-01,Coahuila de Zaragoza,Robo a vehículo,95
2015-11-01,Coahuila de Zaragoza,Robo a vehículo,75
2015-12-01,Coahuila de Zaragoza,Robo a vehículo,60
2015-01-01,Coahuila de Zaragoza,Secuestros,0
2015-02-01,Coahuila de Zaragoza,Secuestros,4
2015-03-01,Coahuila de Zaragoza,Secuestros,1
2015-04-01,Coahuila de Zaragoza,Secuestros,2
2015-05-01,Coahuila de Zaragoza,Secuestros,4
2015-06-01,Coahuila de Zaragoza,Secuestros,3
2015-07-01,Coahuila de Zaragoza,Secuestros,0
2015-08-01,Coahuila de Zaragoza,Secuestros,3
2015-09-01,Coahuila de Zaragoza,Secuestros,3
2015-10-01,Coahuila de Zaragoza,Secuestros,2
2015-11-01,Coahuila de Zaragoza,Secuestros,3
2015-12-01,Coahuila de Zaragoza,Secuestros,0
2015-01-01,Coahuila de Zaragoza,Violación,5
2015-02-01,Coahuila de Zaragoza,Violación,4
2015-03-01,Coahuila de Zaragoza,Violación,6
2015-04-01,Coahuila de Zaragoza,Violación,9
2015-05-01,Coahuila de Zaragoza,Violación,4
2015-06-01,Coahuila de Zaragoza,Violación,7
2015-07-01,Coahuila de Zaragoza,Violación,3
2015-08-01,Coahuila de Zaragoza,Violación,3
2015-09-01,Coahuila de Zaragoza,Violación,6
2015-10-01,Coahuila de Zaragoza,Violación,6
2015-11-01,Coahuila de Zaragoza,Violación,3
2015-12-01,Coahuila de Zaragoza,Violación,7
2015-01-01,Coahuila de Zaragoza,Violencia familiar,147
2015-02-01,Coahuila de Zaragoza,Violencia familiar,141
2015-03-01,Coahuila de Zaragoza,Violencia familiar,136
2015-04-01,Coahuila de Zaragoza,Violencia familiar,202
2015-05-01,Coahuila de Zaragoza,Violencia familiar,171
2015-06-01,Coahuila de Zaragoza,Violencia familiar,225
2015-07-01,Coahuila de Zaragoza,Violencia familiar,229
2015-08-01,Coahuila de Zaragoza,Violencia familiar,201
2015-09-01,Coahuila de Zaragoza,Violencia familiar,213
2015-10-01,Coahuila de Zaragoza,Violencia familiar,201
2015-11-01,Coahuila de Zaragoza,Violencia familiar,122
2015-12-01,Coahuila de Zaragoza,Violencia familiar,166
2015-01-01,Colima,Extorsión,0
2015-02-01,Colima,Extorsión,1
2015-03-01,Colima,Extorsión,1
2015-04-01,Colima,Extorsión,1
2015-05-01,Colima,Extorsión,1
2015-06-01,Colima,Extorsión,0
2015-07-01,Colima,Extorsión,2
2015-08-01,Colima,Extorsión,1
2015-09-01,Colima,Extorsión,1
2015-10-01,Colima,Extorsión,3
2015-11-01,Colima,Extorsión,3
2015-12-01,Colima,Extorsión,0
2015-01-01,Colima,Feminicidio,0
2015-02-01,Colima,Feminicidio,0
2015-03-01,Colima,Feminicidio,0
2015-04-01,Colima,Feminicidio,0
2015-05-01,Colima,Feminicidio,0
2015-06-01,Colima,Feminicidio,0
2015-07-01,Colima,Feminicidio,2
2015-08-01,Colima,Feminicidio,0
2015-09-01,Colima,Feminicidio,1
2015-10-01,Colima,Feminicidio,0
2015-11-01,Colima,Feminicidio,0
2015-12-01,Colima,Feminicidio,2
2015-01-01,Colima,Homicidios,8
2015-02-01,Colima,Homicidios,9
2015-03-01,Colima,Homicidios,11
2015-04-01,Colima,Homicidios,7
2015-05-01,Colima,Homicidios,12
2015-06-01,Colima,Homicidios,11
2015-07-01,Colima,Homicidios,8
2015-08-01,Colima,Homicidios,9
2015-09-01,Colima,Homicidios,20
2015-10-01,Colima,Homicidios,15
2015-11-01,Colima,Homicidios,23
2015-12-01,Colima,Homicidios,29
2015-01-01,Colima,Lesiones,25
