fecha,entidad,delito_semaforo,incidentes
2016-07-01,Veracruz de Ignacio de la Llave,Robo a negocio,180
2016-08-01,Veracruz de Ignacio de la Llave,Robo a negocio,158
2016-09-01,Veracruz de Ignacio de la Llave,Robo a negocio,197
2016-10-01,Veracruz de Ignacio de la Llave,Robo a negocio,215
2016-11-01,Veracruz de Ignacio de la Llave,Robo a negocio,222
2016-12-01,Veracruz de Ignacio de la Llave,Robo a negocio,226
2016-01-01,Veracruz de Ignacio de la Llave,Robo a vehículo,447
2016-02-01,Veracruz de Ignacio de la Llave,Robo a vehículo,561
2016-03-01,Veracruz de Ignacio de la Llave,Robo a vehículo,600
2016-04-01,Veracruz de Ignacio de la Llave,Robo a vehículo,555
2016-05-01,Veracruz de Ignacio de la Llave,Robo a vehículo,586
2016-06-01,Veracruz de Ignacio de la Llave,Robo a vehículo,570
2016-07-01,Veracruz de Ignacio de la Llave,Robo a vehículo,598
2016-08-01,Veracruz de Ignacio de la Llave,Robo a vehículo,644
2016-09-01,Veracruz de Ignacio de la Llave,Robo a vehículo,790
2016-10-01,Veracruz de Ignacio de la Llave,Robo a vehículo,737
2016-11-01,Veracruz de Ignacio de la Llave,Robo a vehículo,856
2016-12-01,Veracruz de Ignacio de la Llave,Robo a vehículo,616
2016-01-01,Veracruz de Ignacio de la Llave,Secuestros,10
2016-02-01,Veracruz de Ignacio de la Llave,Secuestros,9
2016-03-01,Veracruz de Ignacio de la Llave,Secuestros,12
2016-04-01,Veracruz de Ignacio de la Llave,Secuestros,10
2016-05-01,Veracruz de Ignacio de la Llave,Secuestros,9
2016-06-01,Veracruz de Ignacio de la Llave,Secuestros,12
2016-07-01,Veracruz de Ignacio de la Llave,Secuestros,12
2016-08-01,Veracruz de Ignacio de la Llave,Secuestros,11
2016-09-01,Veracruz de Ignacio de la Llave,Secuestros,10
2016-10-01,Veracruz de Ignacio de la Llave,Secuestros,11
2016-11-01,Veracruz de Ignacio de la Llave,Secuestros,9
2016-12-01,Veracruz de Ignacio de la Llave,Secuestros,17
2016-01-01,Veracruz de Ignacio de la Llave,Violación,8
2016-02-01,Veracruz de Ignacio de la Llave,Violación,10
2016-03-01,Veracruz de Ignacio de la Llave,Violación,7
2016-04-01,Veracruz de Ignacio de la Llave,Violación,7
2016-05-01,Veracruz de Ignacio de la Llave,Violación,6
2016-06-01,Veracruz de Ignacio de la Llave,Violación,8
2016-07-01,Veracruz de Ignacio de la Llave,Violación,7
2016-08-01,Veracruz de Ignacio de la Llave,Violación,8
2016-09-01,Veracruz de Ignacio de la Llave,Violación,10
2016-10-01,Veracruz de Ignacio de la Llave,Violación,16
2016-11-01,Veracruz de Ignacio de la Llave,Violación,25
2016-12-01,Veracruz de Ignacio de la Llave,Violación,14
2016-01-01,Veracruz de Ignacio de la Llave,Violencia familiar,328
2016-02-01,Veracruz de Ignacio de la Llave,Violencia familiar,338
2016-03-01,Veracruz de Ignacio de la Llave,Violencia familiar,397
2016-04-01,Veracruz de Ignacio de la Llave,Violencia familiar,474
2016-05-01,Veracruz de Ignacio de la Llave,Violencia familiar,417
2016-06-01,Veracruz de Ignacio de la Llave,Violencia familiar,431
2016-07-01,Veracruz de Ignacio de la Llave,Violencia familiar,393
2016-08-01,Veracruz de Ignacio de la Llave,Violencia familiar,473
2016-09-01,Veracruz de Ignacio de la Llave,Violencia familiar,392
2016-10-01,Veracruz de Ignacio de la Llave,Violencia familiar,381
2016-11-01,Veracruz de Ignacio de la Llave,Violencia familiar,386
2016-12-01,Veracruz de Ignacio de la Llave,Violencia familiar,361
2016-01-01,Yucatán,Extorsión,6
2016-02-01,Yucatán,Extorsión,2
2016-03-01,Yucatán,Extorsión,4
2016-04-01,Yucatán,Extorsión,5
2016-05-01,Yucatán,Extorsión,3
2016-06-01,Yucatán,Extorsión,5
2016-07-01,Yucatán,Extorsión,12
2016-08-01,Yucatán,Extorsión,3
2016-09-01,Yucatán,Extorsión,4
2016-10-01,Yucatán,Extorsión,2
2016-11-01,Yucatán,Extorsión,6
2016-12-01,Yucatán,Extorsión,5
2016-01-01,Yucatán,Feminicidio,0
2016-02-01,Yucatán,Feminicidio,0
2016-03-01,Yucatán,Feminicidio,0
2016-04-01,Yucatán,Feminicidio,0
2016-05-01,Yucatán,Feminicidio,1
2016-06-01,Yucatán,Feminicidio,0
2016-07-01,Yucatán,Feminicidio,0
2016-08-01,Yucatán,Feminicidio,0
2016-09-01,Yucatán,Feminicidio,0
2016-10-01,Yucatán,Feminicidio,0
2016-11-01,Yucatán,Feminicidio,0
2016-12-01,Yucatán,Feminicidio,0
2016-01-01,Yucatán,Homicidios,2
2016-02-01,Yucatán,Homicidios,9
2016-03-01,Yucatán,Homicidios,3
2016-04-01,Yucatán,Homicidios,1
2016-05-01,Yucatán,Homicidios,5
2016-06-01,Yucatán,Homicidios,3
2016-07-01,Yucatán,Homicidios,3
2016-08-01,Yucatán,Homicidios,6
2016-09-01,Yucatán,Homicidios,4
2016-10-01,Yucatán,Homicidios,6
2016-11-01,Yucatán,Homicidios,6
2016-12-01,Yucatán,Homicidios,2
2016-01-01,Yucatán,Lesiones,234
2016-02-01,Yucatán,Lesiones,240
2016-03-01,Yucatán,Lesiones,281
2016-04-01,Yucatán,Lesiones,293
2016-05-01,Yucatán,Lesiones,308
2016-06-01,Yucatán,Lesiones,237
2016-07-01,Yucatán,Lesiones,252
2016-08-01,Yucatán,Lesiones,289
2016-09-01,Yucatán,Lesiones,219
2016-10-01,Yucatán,Lesiones,267
2016-11-01,Yucatán,Lesiones,221
2016-12-01,Yucatán,Lesiones,222
2016-01-01,Yucatán,Narcomenudeo,32
2016-02-01,Yucatán,Narcomenudeo,20
2016-03-01,Yucatán,Narcomenudeo,14
2016-04-01,Yucatán,Narcomenudeo,20
2016-05-01,Yucatán,Narcomenudeo,19
2016-06-01,Yucatán,Narcomenudeo,23
2016-07-01,Yucatán,Narcomenudeo,19
2016-08-01,Yucatán,Narcomenudeo,19
2016-09-01,Yucatán,Narcomenudeo,18
2016-10-01,Yucatán,Narcomenudeo,14
2016-11-01,Yucatán,Narcomenudeo,41
2016-12-01,Yucatán,Narcomenudeo,31
2016-01-01,Yucatán,Robo a casa,174
2016-02-01,Yucatán,Robo a casa,141
2016-03-01,Yucatán,Robo a casa,137
2016-04-01,Yucatán,Robo a casa,132
2016-05-01,Yucatán,Robo a casa,120
2016-06-01,Yucatán,Robo a casa,137
2016-07-01,Yucatán,Robo a casa,158
2016-08-01,Yucatán,Robo a casa,155
2016-09-01,Yucatán,Robo a casa,125
2016-10-01,Yucatán,Robo a casa,183
2016-11-01,Yucatán,Robo a casa,176
2016-12-01,Yucatán,Robo a casa,115
2016-01-01,Yucatán,Robo a negocio,18
2016-02-01,Yucatán,Robo a negocio,15
2016-03-01,Yucatán,Robo a negocio,18
2016-04-01,Yucatán,Robo a negocio,19
2016-05-01,Yucatán,Robo a negocio,13
2016-06-01,Yucatán,Robo a negocio,12
2016-07-01,Yucatán,Robo a negocio,27
2016-08-01,Yucatán,Robo a negocio,19
2016-09-01,Yucatán,Robo a negocio,16
2016-10-01,Yucatán,Robo a negocio,19
2016-11-01,Yucatán,Robo a negocio,16
2016-12-01,Yucatán,Robo a negocio,10
2016-01-01,Yucatán,Robo a vehículo,44
2016-02-01,Yucatán,Robo a vehículo,34
2016-03-01,Yucatán,Robo a vehículo,34
2016-04-01,Yucatán,Robo a vehículo,20
2016-05-01,Yucatán,Robo a vehículo,23
2016-06-01,Yucatán,Robo a vehículo,25
2016-07-01,Yucatán,Robo a vehículo,37
2016-08-01,Yucatán,Robo a vehículo,40
2016-09-01,Yucatán,Robo a vehículo,34
2016-10-01,Yucatán,Robo a vehículo,32
2016-11-01,Yucatán,Robo a vehículo,34
2016-12-01,Yucatán,Robo a vehículo,47
2016-01-01,Yucatán,Secuestros,0
2016-02-01,Yucatán,Secuestros,0
2016-03-01,Yucatán,Secuestros,1
2016-04-01,Yucatán,Secuestros,0
2016-05-01,Yucatán,Secuestros,0
2016-06-01,Yucatán,Secuestros,0
2016-07-01,Yucatán,Secuestros,0
2016-08-01,Yucatán,Secuestros,0
2016-09-01,Yucatán,Secuestros,0
2016-10-01,Yucatán,Secuestros,0
2016-11-01,Yucatán,Secuestros,0
2016-12-01,Yucatán,Secuestros,0
2016-01-01,Yucatán,Violación,19
2016-02-01,Yucatán,Violación,13
2016-03-01,Yucatán,Violación,16
2016-04-01,Yucatán,Violación,20
2016-05-01,Yucatán,Violación,25
2016-06-01,Yucatán,Violación,18
2016-07-01,Yucatán,Violación,19
2016-08-01,Yucatán,Violación,23
2016-09-01,Yucatán,Violación,11
2016-10-01,Yucatán,Violación,23
2016-11-01,Yucatán,Violación,17
2016-12-01,Yucatán,Violación,16
2016-01-01,Yucatán,Violencia familiar,160
2016-02-01,Yucatán,Violencia familiar,185
2016-03-01,Yucatán,Violencia familiar,184
2016-04-01,Yucatán,Violencia familiar,181
2016-05-01,Yucatán,Violencia familiar,186
2016-06-01,Yucatán,Violencia familiar,201
2016-07-01,Yucatán,Violencia familiar,237
2016-08-01,Yucatán,Violencia familiar,222
2016-09-01,Yucatán,Violencia familiar,200
2016-10-01,Yucatán,Violencia familiar,180
2016-11-01,Yucatán,Violencia familiar,173
2016-12-01,Yucatán,Violencia familiar,161
2016-01-01,Zacatecas,Extorsión,6
2016-02-01,Zacatecas,Extorsión,5
2016-03-01,Zacatecas,Extorsión,10
2016-04-01,Zacatecas,Extorsión,8
2016-05-01,Zacatecas,Extorsión,6
2016-06-01,Zacatecas,Extorsión,8
2016-07-01,Zacatecas,Extorsión,4
2016-08-01,Zacatecas,Extorsión,7
2016-09-01,Zacatecas,Extorsión,6
2016-10-01,Zacatecas,Extorsión,9
2016-11-01,Zacatecas,Extorsión,7
2016-12-01,Zacatecas,Extorsión,5
2016-01-01,Zacatecas,Feminicidio,0
2016-02-01,Zacatecas,Feminicidio,1
2016-03-01,Zacatecas,Feminicidio,0
2016-04-01,Zacatecas,Feminicidio,0
2016-05-01,Zacatecas,Feminicidio,3
2016-06-01,Zacatecas,Feminicidio,2
2016-07-01,Zacatecas,Feminicidio,1
2016-08-01,Zacatecas,Feminicidio,1
2016-09-01,Zacatecas,Feminicidio,1
2016-10-01,Zacatecas,Feminicidio,2
2016-11-01,Zacatecas,Feminicidio,0
2016-12-01,Zacatecas,Feminicidio,0
2016-01-01,Zacatecas,Homicidios,31
2016-02-01,Zacatecas,Homicidios,36
2016-03-01,Zacatecas,Homicidios,28
2016-04-01,Zacatecas,Homicidios,26
2016-05-01,Zacatecas,Homicidios,38
2016-06-01,Zacatecas,Homicidios,38
2016-07-01,Zacatecas,Homicidios,37
2016-08-01,Zacatecas,Homicidios,57
2016-09-01,Zacatecas,Homicidios,45
2016-10-01,Zacatecas,Homicidios,36
2016-11-01,Zacatecas,Homicidios,34
2016-12-01,Zacatecas,Homicidios,43
2016-01-01,Zacatecas,Lesiones,109
2016-02-01,Zacatecas,Lesiones,105
2016-03-01,Zacatecas,Lesiones,112
2016-04-01,Zacatecas,Lesiones,132
2016-05-01,Zacatecas,Lesiones,176
2016-06-01,Zacatecas,Lesiones,131
2016-07-01,Zacatecas,Lesiones,105
2016-08-01,Zacatecas,Lesiones,122
2016-09-01,Zacatecas,Lesiones,110
2016-10-01,Zacatecas,Lesiones,143
2016-11-01,Zacatecas,Lesiones,109
2016-12-01,Zacatecas,Lesiones,106
2016-01-01,Zacatecas,Narcomenudeo,9
2016-02-01,Zacatecas,Narcomenudeo,9
2016-03-01,Zacatecas,Narcomenudeo,12
2016-04-01,Zacatecas,Narcomenudeo,13
2016-05-01,Zacatecas,Narcomenudeo,10
2016-06-01,Zacatecas,Narcomenudeo,4
2016-07-01,Zacatecas,Narcomenudeo,6
2016-08-01,Zacatecas,Narcomenudeo,6
2016-09-01,Zacatecas,Narcomenudeo,7
2016-10-01,Zacatecas,Narcomenudeo,13
2016-11-01,Zacatecas,Narcomenudeo,13
2016-12-01,Zacatecas,Narcomenudeo,14
2016-01-01,Zacatecas,Robo a casa,49
2016-02-01,Zacatecas,Robo a casa,63
2016-03-01,Zacatecas,Robo a casa,36
2016-04-01,Zacatecas,Robo a casa,46
2016-05-01,Zacatecas,Robo a casa,45
2016-06-01,Zacatecas,Robo a casa,40
2016-07-01,Zacatecas,Robo a casa,41
2016-08-01,Zacatecas,Robo a casa,33
2016-09-01,Zacatecas,Robo a casa,30
2016-10-01,Zacatecas,Robo a casa,43
2016-11-01,Zacatecas,Robo a casa,60
2016-12-01,Zacatecas,Robo a casa,43
2016-01-01,Zacatecas,Robo a negocio,17
2016-02-01,Zacatecas,Robo a negocio,13
2016-03-01,Zacatecas,Robo a negocio,9
2016-04-01,Zacatecas,Robo a negocio,16
2016-05-01,Zacatecas,Robo a negocio,15
2016-06-01,Zacatecas,Robo a negocio,11
2016-07-01,Zacatecas,Robo a negocio,7
2016-08-01,Zacatecas,Robo a negocio,10
2016-09-01,Zacatecas,Robo a negocio,17
2016-10-01,Zacatecas,Robo a negocio,15
2016-11-01,Zacatecas,Robo a negocio,15
2016-12-01,Zacatecas,Robo a negocio,12
2016-01-01,Zacatecas,Robo a vehículo,191
2016-02-01,Zacatecas,Robo a vehículo,171
2016-03-01,Zacatecas,Robo a vehículo,170
2016-04-01,Zacatecas,Robo a vehículo,204
2016-05-01,Zacatecas,Robo a vehículo,227
2016-06-01,Zacatecas,Robo a vehículo,178
2016-07-01,Zacatecas,Robo a vehículo,156
2016-08-01,Zacatecas,Robo a vehículo,208
2016-09-01,Zacatecas,Robo a vehículo,192
2016-10-01,Zacatecas,Robo a vehículo,201
2016-11-01,Zacatecas,Robo a vehículo,187
2016-12-01,Zacatecas,Robo a vehículo,158
2016-01-01,Zacatecas,Secuestros,1
2016-02-01,Zacatecas,Secuestros,3
2016-03-01,Zacatecas,Secuestros,1
2016-04-01,Zacatecas,Secuestros,2
2016-05-01,Zacatecas,Secuestros,3
2016-06-01,Zacatecas,Secuestros,2
2016-07-01,Zacatecas,Secuestros,4
2016-08-01,Zacatecas,Secuestros,3
2016-09-01,Zacatecas,Secuestros,6
2016-10-01,Zacatecas,Secuestros,5
2016-11-01,Zacatecas,Secuestros,6
2016-12-01,Zacatecas,Secuestros,1
2016-01-01,Zacatecas,Violación,10
2016-02-01,Zacatecas,Violación,13
2016-03-01,Zacatecas,Violación,11
2016-04-01,Zacatecas,Violación,14
2016-05-01,Zacatecas,Violación,11
2016-06-01,Zacatecas,Violación,13
2016-07-01,Zacatecas,Violación,12
2016-08-01,Zacatecas,Violación,15
2016-09-01,Zacatecas,Violación,15
2016-10-01,Zacatecas,Violación,16
2016-11-01,Zacatecas,Violación,6
2016-12-01,Zacatecas,Violación,12
2016-01-01,Zacatecas,Violencia familiar,78
2016-02-01,Zacatecas,Violencia familiar,64
2016-03-01,Zacatecas,Violencia familiar,82
2016-04-01,Zacatecas,Violencia familiar,63
2016-05-01,Zacatecas,Violencia familiar,97
2016-06-01,Zacatecas,Violencia familiar,105
2016-07-01,Zacatecas,Violencia familiar,83
2016-08-01,Zacatecas,Violencia familiar,81
2016-09-01,Zacatecas,Violencia familiar,141
2016-10-01,Zacatecas,Violencia familiar,119
2016-11-01,Zacatecas,Violencia familiar,67
2016-12-01,Zacatecas,Violencia familiar,95
2017-01-01,Aguascalientes,Extorsión,13
2017-02-01,Aguascalientes,Extorsión,10
2017-03-01,Aguascalientes,Extorsión,2
2017-04-01,Aguascalientes,Extorsión,2
2017-05-01,Aguascalientes,Extorsión,3
2017-06-01,Aguascalientes,Extorsión,14
2017-07-01,Aguascalientes,Extorsión,6
2017-08-01,Aguascalientes,Extorsión,16
2017-09-01,Aguascalientes,Extorsión,21
2017-10-01,Aguascalientes,Extorsión,10
2017-11-01,Aguascalientes,Extorsión,12
2017-12-01,Aguascalientes,Extorsión,12
2017-01-01,Aguascalientes,Feminicidio,0
2017-02-01,Aguascalientes,Feminicidio,0
2017-03-01,Aguascalientes,Feminicidio,0
2017-04-01,Aguascalientes,Feminicidio,0
2017-05-01,Aguascalientes,Feminicidio,0
2017-06-01,Aguascalientes,Feminicidio,0
2017-07-01,Aguascalientes,Feminicidio,0
2017-08-01,Aguascalientes,Feminicidio,0
2017-09-01,Aguascalientes,Feminicidio,0
2017-10-01,Aguascalientes,Feminicidio,0
2017-11-01,Aguascalientes,Feminicidio,0
2017-12-01,Aguascalientes,Feminicidio,0
2017-01-01,Aguascalientes,Homicidios,5
2017-02-01,Aguascalientes,Homicidios,2
2017-03-01,Aguascalientes,Homicidios,4
2017-04-01,Aguascalientes,Homicidios,6
2017-05-01,Aguascalientes,Homicidios,10
2017-06-01,Aguascalientes,Homicidios,12
2017-07-01,Aguascalientes,Homicidios,3
2017-08-01,Aguascalientes,Homicidios,10
2017-09-01,Aguascalientes,Homicidios,10
2017-10-01,Aguascalientes,Homicidios,9
2017-11-01,Aguascalientes,Homicidios,5
2017-12-01,Aguascalientes,Homicidios,6
2017-01-01,Aguascalientes,Lesiones,175
2017-02-01,Aguascalientes,Lesiones,162
2017-03-01,Aguascalientes,Lesiones,225
2017-04-01,Aguascalientes,Lesiones,192
2017-05-01,Aguascalientes,Lesiones,321
2017-06-01,Aguascalientes,Lesiones,363
2017-07-01,Aguascalientes,Lesiones,335
2017-08-01,Aguascalientes,Lesiones,385
2017-09-01,Aguascalientes,Lesiones,345
2017-10-01,Aguascalientes,Lesiones,333
2017-11-01,Aguascalientes,Lesiones,298
2017-12-01,Aguascalientes,Lesiones,230
2017-01-01,Aguascalientes,Narcomenudeo,68
2017-02-01,Aguascalientes,Narcomenudeo,50
2017-03-01,Aguascalientes,Narcomenudeo,69
2017-04-01,Aguascalientes,Narcomenudeo,52
2017-05-01,Aguascalientes,Narcomenudeo,62
2017-06-01,Aguascalientes,Narcomenudeo,51
2017-07-01,Aguascalientes,Narcomenudeo,67
2017-08-01,Aguascalientes,Narcomenudeo,73
2017-09-01,Aguascalientes,Narcomenudeo,78
2017-10-01,Aguascalientes,Narcomenudeo,90
2017-11-01,Aguascalientes,Narcomenudeo,62
2017-12-01,Aguascalientes,Narcomenudeo,120
2017-01-01,Aguascalientes,Robo a casa,262
2017-02-01,Aguascalientes,Robo a casa,185
2017-03-01,Aguascalientes,Robo a casa,262
2017-04-01,Aguascalientes,Robo a casa,222
2017-05-01,Aguascalientes,Robo a casa,246
2017-06-01,Aguascalientes,Robo a casa,262
2017-07-01,Aguascalientes,Robo a casa,278
2017-08-01,Aguascalientes,Robo a casa,303
2017-09-01,Aguascalientes,Robo a casa,356
2017-10-01,Aguascalientes,Robo a casa,348
2017-11-01,Aguascalientes,Robo a casa,301
2017-12-01,Aguascalientes,Robo a casa,302
2017-01-01,Aguascalientes,Robo a negocio,151
2017-02-01,Aguascalientes,Robo a negocio,123
2017-03-01,Aguascalientes,Robo a negocio,154
2017-04-01,Aguascalientes,Robo a negocio,134
2017-05-01,Aguascalientes,Robo a negocio,134
2017-06-01,Aguascalientes,Robo a negocio,143
2017-07-01,Aguascalientes,Robo a negocio,162
2017-08-01,Aguascalientes,Robo a negocio,167
2017-09-01,Aguascalientes,Robo a negocio,185
2017-10-01,Aguascalientes,Robo a negocio,203
2017-11-01,Aguascalientes,Robo a negocio,231
2017-12-01,Aguascalientes,Robo a negocio,175
2017-01-01,Aguascalientes,Robo a vehículo,307
2017-02-01,Aguascalientes,Robo a vehículo,250
2017-03-01,Aguascalientes,Robo a vehículo,261
2017-04-01,Aguascalientes,Robo a vehículo,276
2017-05-01,Aguascalientes,Robo a vehículo,280
2017-06-01,Aguascalientes,Robo a vehículo,275
2017-07-01,Aguascalientes,Robo a vehículo,300
2017-08-01,Aguascalientes,Robo a vehículo,349
2017-09-01,Aguascalientes,Robo a vehículo,330
2017-10-01,Aguascalientes,Robo a vehículo,354
2017-11-01,Aguascalientes,Robo a vehículo,322
2017-12-01,Aguascalientes,Robo a vehículo,320
2017-01-01,Aguascalientes,Secuestros,1
2017-02-01,Aguascalientes,Secuestros,0
2017-03-01,Aguascalientes,Secuestros,0
2017-04-01,Aguascalientes,Secuestros,2
2017-05-01,Aguascalientes,Secuestros,1
2017-06-01,Aguascalientes,Secuestros,1
2017-07-01,Aguascalientes,Secuestros,0
2017-08-01,Aguascalientes,Secuestros,0
2017-09-01,Aguascalientes,Secuestros,0
2017-10-01,Aguascalientes,Secuestros,0
2017-11-01,Aguascalientes,Secuestros,1
2017-12-01,Aguascalientes,Secuestros,0
2017-01-01,Aguascalientes,Violación,11
2017-02-01,Aguascalientes,Violación,5
2017-03-01,Aguascalientes,Violación,11
2017-04-01,Aguascalientes,Violación,10
2017-05-01,Aguascalientes,Violación,14
2017-06-01,Aguascalientes,Violación,19
2017-07-01,Aguascalientes,Violación,19
2017-08-01,Aguascalientes,Violación,10
2017-09-01,Aguascalientes,Violación,8
2017-10-01,Aguascalientes,Violación,25
2017-11-01,Aguascalientes,Violación,15
2017-12-01,Aguascalientes,Violación,14
2017-01-01,Aguascalientes,Violencia familiar,56
2017-02-01,Aguascalientes,Violencia familiar,58
2017-03-01,Aguascalientes,Violencia familiar,69
2017-04-01,Aguascalientes,Violencia familiar,70
2017-05-01,Aguascalientes,Violencia familiar,113
2017-06-01,Aguascalientes,Violencia familiar,113
2017-07-01,Aguascalientes,Violencia familiar,86
2017-08-01,Aguascalientes,Violencia familiar,107
2017-09-01,Aguascalientes,Violencia familiar,100
2017-10-01,Aguascalientes,Violencia familiar,127
2017-11-01,Aguascalientes,Violencia familiar,105
2017-12-01,Aguascalientes,Violencia familiar,98
2017-01-01,Baja California,Extorsión,19
2017-02-01,Baja California,Extorsión,22
2017-03-01,Baja California,Extorsión,16
2017-04-01,Baja California,Extorsión,11
2017-05-01,Baja California,Extorsión,15
2017-06-01,Baja California,Extorsión,19
2017-07-01,Baja California,Extorsión,8
2017-08-01,Baja California,Extorsión,25
2017-09-01,Baja California,Extorsión,21
2017-10-01,Baja California,Extorsión,19
2017-11-01,Baja California,Extorsión,8
2017-12-01,Baja California,Extorsión,15
2017-01-01,Baja California,Feminicidio,0
2017-02-01,Baja California,Feminicidio,0
2017-03-01,Baja California,Feminicidio,1
2017-04-01,Baja California,Feminicidio,2
2017-05-01,Baja California,Feminicidio,1
2017-06-01,Baja California,Feminicidio,0
2017-07-01,Baja California,Feminicidio,1
2017-08-01,Baja California,Feminicidio,0
2017-09-01,Baja California,Feminicidio,0
2017-10-01,Baja California,Feminicidio,4
2017-11-01,Baja California,Feminicidio,1
2017-12-01,Baja California,Feminicidio,1
2017-01-01,Baja California,Homicidios,129
2017-02-01,Baja California,Homicidios,125
2017-03-01,Baja California,Homicidios,151
2017-04-01,Baja California,Homicidios,146
2017-05-01,Baja California,Homicidios,185
2017-06-01,Baja California,Homicidios,186
2017-07-01,Baja California,Homicidios,174
2017-08-01,Baja California,Homicidios,197
2017-09-01,Baja California,Homicidios,230
2017-10-01,Baja California,Homicidios,206
2017-11-01,Baja California,Homicidios,178
2017-12-01,Baja California,Homicidios,177
2017-01-01,Baja California,Lesiones,634
2017-02-01,Baja California,Lesiones,586
2017-03-01,Baja California,Lesiones,764
2017-04-01,Baja California,Lesiones,829
2017-05-01,Baja California,Lesiones,835
2017-06-01,Baja California,Lesiones,855
2017-07-01,Baja California,Lesiones,874
2017-08-01,Baja California,Lesiones,887
2017-09-01,Baja California,Lesiones,870
2017-10-01,Baja California,Lesiones,777
2017-11-01,Baja California,Lesiones,693
2017-12-01,Baja California,Lesiones,615
2017-01-01,Baja California,Narcomenudeo,308
2017-02-01,Baja California,Narcomenudeo,365
2017-03-01,Baja California,Narcomenudeo,394
2017-04-01,Baja California,Narcomenudeo,461
2017-05-01,Baja California,Narcomenudeo,463
2017-06-01,Baja California,Narcomenudeo,467
2017-07-01,Baja California,Narcomenudeo,532
2017-08-01,Baja California,Narcomenudeo,588
2017-09-01,Baja California,Narcomenudeo,522
2017-10-01,Baja California,Narcomenudeo,601
2017-11-01,Baja California,Narcomenudeo,526
2017-12-01,Baja California,Narcomenudeo,518
2017-01-01,Baja California,Robo a casa,829
2017-02-01,Baja California,Robo a casa,724
2017-03-01,Baja California,Robo a casa,854
2017-04-01,Baja California,Robo a casa,816
2017-05-01,Baja California,Robo a casa,818
2017-06-01,Baja California,Robo a casa,761
2017-07-01,Baja California,Robo a casa,813
2017-08-01,Baja California,Robo a casa,776
2017-09-01,Baja California,Robo a casa,788
2017-10-01,Baja California,Robo a casa,725
2017-11-01,Baja California,Robo a casa,675
2017-12-01,Baja California,Robo a casa,688
2017-01-01,Baja California,Robo a negocio,872
2017-02-01,Baja California,Robo a negocio,779
2017-03-01,Baja California,Robo a negocio,849
2017-04-01,Baja California,Robo a negocio,693
2017-05-01,Baja California,Robo a negocio,721
2017-06-01,Baja California,Robo a negocio,571
2017-07-01,Baja California,Robo a negocio,594
2017-08-01,Baja California,Robo a negocio,639
2017-09-01,Baja California,Robo a negocio,634
2017-10-01,Baja California,Robo a negocio,594
2017-11-01,Baja California,Robo a negocio,682
2017-12-01,Baja California,Robo a negocio,647
2017-01-01,Baja California,Robo a vehículo,1971
2017-02-01,Baja California,Robo a vehículo,1798
2017-03-01,Baja California,Robo a vehículo,1883
2017-04-01,Baja California,Robo a vehículo,1846
2017-05-01,Baja California,Robo a vehículo,1890
2017-06-01,Baja California,Robo a vehículo,1552
2017-07-01,Baja California,Robo a vehículo,1697
2017-08-01,Baja California,Robo a vehículo,1609
2017-09-01,Baja California,Robo a vehículo,1544
2017-10-01,Baja California,Robo a vehículo,1462
2017-11-01,Baja California,Robo a vehículo,1420
2017-12-01,Baja California,Robo a vehículo,1628
2017-01-01,Baja California,Secuestros,1
2017-02-01,Baja California,Secuestros,3
2017-03-01,Baja California,Secuestros,2
2017-04-01,Baja California,Secuestros,0
2017-05-01,Baja California,Secuestros,1
2017-06-01,Baja California,Secuestros,0
2017-07-01,Baja California,Secuestros,0
2017-08-01,Baja California,Secuestros,0
2017-09-01,Baja California,Secuestros,1
2017-10-01,Baja California,Secuestros,1
2017-11-01,Baja California,Secuestros,1
2017-12-01,Baja California,Secuestros,3
2017-01-01,Baja California,Violación,44
2017-02-01,Baja California,Violación,30
2017-03-01,Baja California,Violación,66
2017-04-01,Baja California,Violación,50
2017-05-01,Baja California,Violación,49
2017-06-01,Baja California,Violación,53
2017-07-01,Baja California,Violación,69
2017-08-01,Baja California,Violación,53
2017-09-01,Baja California,Violación,69
2017-10-01,Baja California,Violación,71
2017-11-01,Baja California,Violación,54
2017-12-01,Baja California,Violación,59
2017-01-01,Baja California,Violencia familiar,514
2017-02-01,Baja California,Violencia familiar,539
2017-03-01,Baja California,Violencia familiar,704
2017-04-01,Baja California,Violencia familiar,682
2017-05-01,Baja California,Violencia familiar,759
2017-06-01,Baja California,Violencia familiar,807
2017-07-01,Baja California,Violencia familiar,844
2017-08-01,Baja California,Violencia familiar,826
2017-09-01,Baja California,Violencia familiar,802
2017-10-01,Baja California,Violencia familiar,790
2017-11-01,Baja California,Violencia familiar,679
2017-12-01,Baja California,Violencia familiar,608
2017-01-01,Baja California Sur,Extorsión,27
2017-02-01,Baja California Sur,Extorsión,31
2017-03-01,Baja California Sur,Extorsión,22
2017-04-01,Baja California Sur,Extorsión,18
2017-05-01,Baja California Sur,Extorsión,35
2017-06-01,Baja California Sur,Extorsión,27
2017-07-01,Baja California Sur,Extorsión,12
2017-08-01,Baja California Sur,Extorsión,16
2017-09-01,Baja California Sur,Extorsión,2
2017-10-01,Baja California Sur,Extorsión,10
2017-11-01,Baja California Sur,Extorsión,12
2017-12-01,Baja California Sur,Extorsión,15
2017-01-01,Baja California Sur,Feminicidio,0
2017-02-01,Baja California Sur,Feminicidio,0
2017-03-01,Baja California Sur,Feminicidio,0
